t,count
1622192415,2
1622192422,3
1622192426,4
1622192435,5
1622192446,6
1622192449,7
1622192454,8
1622192465,9
1622192474,10
1622192476,11
1622192477,12
1622192481,13
1622192509,14
1622192510,15
1622192532,16
1622192558,17
1622192572,18
1622192574,19
1622192609,20
1622192616,21
1622192685,22
1622192697,23
1622192715,24
1622192719,25
1622192723,26
1622192743,27
1622192746,28
1622192760,29
1622192773,30
1622192789,31
1622192799,32
1622192806,33
1622192823,34
1622192827,35
1622192834,36
1622193278,36
1622194178,36
1622195078,36
1622195978,36
1622196606,35
1622196630,34
1622196878,34
1622197778,34
1622197907,33
1622198148,34
1622198204,35
1622198313,36
1622198678,36
1622199175,35
1622199190,34
1622199191,33
1622199233,32
1622199242,31
1622199263,30
1622199264,29
1622199268,28
1622199270,27
1622199278,26
1622199280,25
1622199298,24
1622199305,23
1622199314,22
1622199318,21
1622199327,20
1622199332,19
1622199354,18
1622199402,17
1622199420,16
1622199428,15
1622199433,14
1622199458,13
1622199467,12
1622199474,11
1622199510,10
1622199511,9
1622199520,8
1622199521,7
1622199530,6
1622199533,5
1622199545,4
1622199548,3
1622199557,2
1622199574,1
1622199578,1
1622199598,0
1622200478,0
1622201378,0
1622202375,0
1622203622,0
1622207692,0
1622214860,0
1622220568,0
1622227266,0
1622234378,0
1622236741,0
1622237641,0
1622238541,0
1622239441,0
1622240342,0
1622241242,0
1622242142,0
1622243042,0
1622243942,0
1622244842,0
1622245742,0
1622246642,0
1622250788,0
1622258099,0
1622265112,0
1622272762,0
1622279970,0
1622287380,0
1622294919,0
1622302278,0
1622309574,0
1622316841,0
1622318171,0
1622319071,0
1622319971,0
1622320871,0
1622321772,0
1622322672,0
1622323572,0
1622324472,0
1622325372,0
1622326272,0
1622327172,0
1622328072,0
1622328972,0
1622329872,0
1622330772,0
1622331672,0
1622332573,0
1622333535,0
1622334576,0
1622335684,0
1622336709,0
1622337687,0
1622338709,0
1622339791,0
1622340864,0
1622341831,0
1622342880,0
1622343952,0
1622345086,0
1622346214,0
1622351489,0
1622358478,0
1622364672,0
1622369296,0
1622377430,0
1622387520,0
1622395392,0
1622400803,0
1622401703,0
1622402603,0
1622403503,0
1622404403,0
1622405303,0
1622406203,0
1622407103,0
1622408004,0
1622408904,0
1622409804,0
1622410704,0
1622411604,0
1622412504,0
1622413631,0
1622414991,0
1622416373,0
1622417410,0
1622418436,0
1622419755,0
1622443558,0
1622444407,1
1622444418,2
1622444424,3
1622444439,4
1622444459,5
1622444475,6
1622444476,7
1622444482,8
1622444503,9
1622444503,10
1622444508,11
1622444517,12
1622444535,13
1622444549,14
1622444555,15
1622444557,16
1622444574,17
1622444592,18
1622444603,19
1622444610,20
1622444705,21
1622448474,20
1622448747,19
1622449915,18
1622450182,19
1622450285,20
1622450318,21
1622450414,21
1622450993,20
1622450993,19
1622450997,18
1622451017,17
1622451024,16
1622451025,15
1622451039,14
1622451072,13
1622451092,12
1622451103,11
1622451112,10
1622451126,9
1622451137,8
1622451150,7
1622451184,6
1622451213,5
1622451223,4
1622451261,3
1622451295,2
1622451314,2
1622451330,1
1622451332,0
1622451352,0
1622451377,0
1622451410,0
1622451418,0
1622451428,0
1622451429,0
1622451456,0
1622451461,0
1622451583,0
1622451594,0
1622452214,0
1622452214,0
1622452214,0
1622452214,0
1622453114,0
1622454014,0
1622454914,0
1622455815,0
1622456715,0
1622458825,1
1622458832,2
1622458843,3
1622458857,4
1622458905,5
1622458911,6
1622458980,7
1622458988,8
1622459099,9
1622459124,10
1622459145,11
1622459148,12
1622459172,13
1622460787,12
1622462450,11
1622463231,11
1622464132,10
1622464549,11
1622464568,12
1622464671,13
1622464753,14
1622465492,13
1622465535,12
1622465567,11
1622465596,10
1622465642,9
1622465663,8
1622465688,7
1622465690,6
1622465694,5
1622465716,4
1622465734,3
1622465770,2
1622465781,1
1622465784,0
1622465799,0
1622465828,0
1622465829,0
1622465832,0
1622465842,0
1622465861,0
1622465863,0
1622465882,0
1622465948,0
1622465958,0
1622465998,0
1622466024,1
1622466025,2
1622466029,3
1622466031,4
1622466129,5
1622466138,6
1622466167,7
1622466169,8
1622466183,9
1622466208,10
1622466215,11
1622466249,12
1622466254,13
1622466271,14
1622466285,15
1622466287,16
1622466321,17
1622466324,18
1622466371,19
1622466378,20
1622466388,21
1622466422,22
1622466424,23
1622466426,24
1622466455,25
1622466465,26
1622466470,27
1622466516,28
1622466556,29
1622466594,30
1622466600,31
1622468099,30
1622469176,30
1622471844,31
1622472739,30
1622472788,29
1622472799,28
1622472810,27
1622472813,26
1622472829,25
1622472837,24
1622472864,23
1622472866,22
1622472868,21
1622472914,20
1622472946,19
1622472953,18
1622472984,17
1622472993,16
1622473003,15
1622473012,14
1622473015,13
1622473016,12
1622473021,11
1622473048,10
1622473074,9
1622473077,8
1622473079,7
1622473116,6
1622473129,5
1622473158,4
1622473175,3
1622473186,2
1622473192,1
1622473198,0
1622473211,1
1622473227,2
1622473235,3
1622473240,4
1622473283,5
1622473290,6
1622473292,7
1622473301,8
1622473302,9
1622473324,10
1622473335,11
1622473359,12
1622473364,13
1622473372,14
1622473419,15
1622473427,16
1622473448,17
1622473455,18
1622473467,19
1622473478,20
1622473493,21
1622473497,22
1622473501,23
1622473516,24
1622473577,25
1622473669,26
1622473674,27
1622473704,28
1622473725,29
1622473735,30
1622473835,31
1622474309,31
1622476365,30
1622476804,29
1622478358,28
1622478988,29
1622479008,30
1622479119,31
1622479594,30
1622479623,29
1622479669,28
1622479676,27
1622479679,26
1622479726,25
1622479755,24
1622479763,23
1622479782,22
1622479813,21
1622479918,20
1622479955,19
1622480002,18
1622480004,17
1622480158,16
1622480179,15
1622480181,14
1622480295,13
1622480298,12
1622480300,12
1622480322,11
1622480364,10
1622480393,9
1622486864,0
1622487764,0
1622488664,0
1622489564,0
1622490464,0
1622491364,0
1622492264,0
1622493164,0
1622494064,0
1622494964,0
1622495132,0
1622496032,0
1622497103,0
1622498124,0
1622499085,0
1622500039,0
1622501072,0
1622502076,0
1622503053,0
1622504022,0
1622525347,0
1622538012,1
1622538019,2
1622538021,3
1622538034,4
1622538042,5
1622538051,6
1622538053,7
1622538077,8
1622538121,9
1622538129,10
1622538138,11
1622538143,12
1622538148,13
1622538167,14
1622538169,14
1622538179,15
1622538188,16
1622538190,17
1622538198,18
1622538221,19
1622538276,20
1622538278,21
1622538290,22
1622538310,23
1622538333,24
1622538335,25
1622538351,26
1622538363,27
1622538393,28
1622538420,29
1622538441,30
1622538448,31
1622538452,32
1622538468,33
1622538480,34
1622541501,33
1622541535,32
1622541902,32
1622542802,32
1622543702,32
1622543781,33
1622543991,34
1622544602,34
1622544911,33
1622544938,32
1622544954,31
1622544965,30
1622544970,29
1622544973,28
1622544974,27
1622544981,26
1622544982,25
1622544983,24
1622544985,23
1622544996,22
1622545008,21
1622545017,20
1622545037,19
1622545047,18
1622545048,17
1622545054,16
1622545065,15
1622545072,14
1622545074,13
1622545080,12
1622545089,11
1622545092,10
1622545099,9
1622545103,8
1622545115,7
1622545116,6
1622545130,5
1622545134,4
1622545135,3
1622545178,2
1622545183,1
1622545198,0
1622545214,1
1622545215,2
1622545221,3
1622545273,4
1622545282,5
1622545291,6
1622545299,7
1622545300,8
1622545303,9
1622545314,10
1622545317,11
1622545323,12
1622545324,13
1622545347,14
1622545351,15
1622545352,16
1622545357,17
1622545370,18
1622545373,19
1622545382,20
1622545396,21
1622545409,22
1622545421,23
1622545438,24
1622545453,25
1622545454,26
1622545466,27
1622545502,27
1622545505,28
1622545527,29
1622545578,30
1622545592,31
1622545599,32
1622545603,33
1622545607,34
1622545612,35
1622546402,35
1622547302,35
1622547341,34
1622548202,34
1622549102,34
1622550002,34
1622550266,33
1622550611,32
1622550903,32
1622550923,33
1622551036,34
1622551133,35
1622551803,35
1622551849,34
1622551856,33
1622551882,32
1622551900,31
1622551908,30
1622551921,29
1622551926,28
1622551932,27
1622551943,26
1622551945,25
1622551947,24
1622551958,23
1622551985,22
1622552002,21
1622552005,20
1622552011,19
1622552039,18
1622552054,17
1622552060,16
1622552109,15
1622552158,14
1622552232,13
1622552233,12
1622552235,11
1622552236,10
1622552260,9
1622552263,8
1622552268,7
1622552314,6
1622552319,5
1622552325,4
1622552357,3
1622552384,2
1622552389,1
1622552399,0
1622552703,0
1622553655,0
1622554954,0
1622556026,0
1622557232,0
1622558429,0
1622559452,0
1622559691,1
1622559734,2
1622559772,3
1622559773,4
1622559817,5
1622559828,6
1622559830,7
1622559906,8
1622559944,9
1622559965,10
1622559973,11
1622560003,12
1622560015,13
1622560060,14
1622560062,15
1622560073,16
1622560099,17
1622560110,18
1622560125,19
1622560164,20
1622560165,21
1622560282,22
1622560325,23
1622560347,24
1622560352,24
1622561252,24
1622561487,23
1622562152,23
1622563030,22
1622563052,22
1622563340,21
1622563830,20
1622563952,20
1622565043,20
1622565391,21
1622565504,22
1622565523,23
1622565583,24
1622566125,23
1622566170,22
1622566191,21
1622566236,20
1622566250,19
1622566257,18
1622566273,17
1622566337,17
1622566351,16
1622566364,15
1622566406,14
1622566432,13
1622566511,12
1622566558,11
1622566567,10
1622566583,9
1622566592,8
1622566617,7
1622566624,6
1622566631,5
1622566664,4
1622566713,3
1622566727,2
1622566761,1
1622566780,0
1622567492,0
1622568392,0
1622569292,0
1622570192,0
1622571092,0
1622571992,0
1622572892,0
1622573792,0
1622574693,0
1622575593,0
1622576493,0
1622577393,0
1622578293,0
1622579193,0
1622580093,0
1622580993,0
1622581893,0
1622582793,0
1622583693,0
1622584593,0
1622585494,0
1622586402,0
1622587502,0
1622588690,0
1622589700,0
1622590737,0
1622591870,0
1622592977,0
1622597090,0
1622604122,0
1622611913,0
1622617208,1
1622617219,2
1622617238,3
1622617251,4
1622617255,5
1622617261,6
1622617263,7
1622617277,8
1622617317,9
1622617339,10
1622617373,11
1622617379,12
1622617419,13
1622617436,14
1622617437,15
1622617447,16
1622617475,17
1622617511,18
1622617516,19
1622617525,20
1622617528,21
1622617532,22
1622617578,23
1622617596,24
1622617646,25
1622617705,26
1622617709,27
1622617713,28
1622617714,29
1622618629,29
1622619482,28
1622622744,27
1622622872,26
1622622954,27
1622622988,28
1622623190,29
1622623765,29
1622624061,28
1622624062,27
1622624106,26
1622624117,25
1622624135,24
1622624146,23
1622624152,22
1622624155,21
1622624166,20
1622624176,19
1622624177,18
1622624211,17
1622624212,16
1622624215,15
1622624218,14
1622624253,13
1622624268,12
1622624274,11
1622624282,10
1622624301,9
1622624304,8
1622624309,7
1622624317,6
1622624351,5
1622624353,4
1622624354,3
1622624356,2
1622624364,1
1622624389,0
1622624391,0
1622624395,0
1622624398,0
1622624436,1
1622624451,2
1622624464,3
1622624470,4
1622624483,5
1622624503,6
1622624507,7
1622624519,8
1622624542,9
1622624543,10
1622624552,11
1622624571,12
1622624572,13
1622624586,14
1622624591,15
1622624600,16
1622624624,17
1622624628,18
1622624629,19
1622624633,20
1622624665,20
1622624667,21
1622624678,22
1622624704,23
1622624724,24
1622624737,25
1622624741,26
1622624744,27
1622624751,28
1622624752,29
1622624757,30
1622624767,31
1622624771,32
1622624797,33
1622625565,33
1622626465,33
1622627365,33
1622627921,32
1622628198,31
1622628265,31
1622629165,31
1622629422,30
1622629739,29
1622630065,29
1622630167,30
1622630170,31
1622630178,32
1622630235,33
1622630965,33
1622631224,32
1622631226,31
1622631227,30
1622631239,29
1622631244,28
1622631245,27
1622631272,26
1622631274,25
1622631284,24
1622631290,23
1622631299,22
1622631328,21
1622631366,20
1622631375,19
1622631390,18
1622631430,17
1622631431,16
1622631445,15
1622631461,14
1622631462,13
1622631475,12
1622631486,11
1622631488,10
1622631523,9
1622631545,8
1622631551,7
1622631556,6
1622631558,5
1622631561,4
1622631571,3
1622631575,2
1622631577,1
1622631579,0
1622631612,1
1622631618,2
1622631629,3
1622631646,4
1622631684,5
1622631808,6
1622631825,7
1622631834,8
1622631841,9
1622631865,9
1622631881,10
1622631903,11
1622631910,12
1622631915,13
1622631979,14
1622631992,15
1622631995,16
1622631998,17
1622632003,18
1622632005,19
1622632020,20
1622632023,21
1622632028,22
1622632040,23
1622632055,24
1622632074,25
1622632092,26
1622632093,27
1622632112,28
1622632114,29
1622632138,30
1622632159,31
1622632200,32
1622632209,33
1622632765,33
1622634028,33
1622634858,32
1622635642,32
1622635843,31
1622636883,30
1622637048,30
1622637302,31
1622637345,32
1622637388,33
1622638167,33
1622638232,32
1622638277,31
1622638278,30
1622638290,29
1622638322,28
1622638351,27
1622638354,26
1622638358,25
1622638368,24
1622638371,23
1622638381,22
1622638383,21
1622638391,20
1622638445,19
1622638456,18
1622638462,17
1622638471,16
1622638494,15
1622638505,14
1622638531,13
1622638534,12
1622638559,11
1622638565,10
1622638577,9
1622638587,8
1622638599,7
1622638653,6
1622638662,5
1622638679,4
1622638696,3
1622638702,2
1622638748,1
1622638754,0
1622638888,1
1622638919,2
1622638935,3
1622639056,4
1622639101,5
1622639108,6
1622639128,7
1622639133,8
1622639181,9
1622639228,10
1622639232,11
1622639262,12
1622639272,13
1622639361,14
1622639372,15
1622639418,16
1622639515,17
1622639538,18
1622639546,19
1622639567,20
1622639583,20
1622639595,21
1622639621,22
1622639649,23
1622641064,23
1622642183,22
1622642290,22
1622643225,21
1622643777,21
1622644094,20
1622644527,21
1622644616,22
1622644669,23
1622645084,23
1622645531,22
1622645541,21
1622645556,20
1622645574,19
1622645576,18
1622645612,17
1622645668,16
1622645674,15
1622645689,14
1622645691,13
1622645733,12
1622645764,11
1622645809,10
1622645815,9
1622645820,8
1622645831,7
1622645833,6
1622645851,5
1622645862,4
1622645900,3
1622645909,2
1622645964,1
1622645986,0
1622646002,1
1622646020,2
1622646046,3
1622646052,4
1622646065,5
1622646069,6
1622646159,7
1622646166,8
1622646173,9
1622646216,10
1622646223,11
1622646231,11
1622646235,12
1622646241,13
1622646245,14
1622646265,15
1622646267,16
1622646271,17
1622646282,18
1622646285,19
1622646296,20
1622646300,21
1622646307,22
1622646310,23
1622646311,24
1622646331,25
1622646337,26
1622646344,27
1622646360,28
1622646366,29
1622646378,30
1622646400,31
1622647131,31
1622648031,31
1622648171,30
1622649408,30
1622650035,29
1622650648,29
1622650930,28
1622651765,29
1622651889,30
1622651924,30
1622651942,31
1622652364,30
1622652373,29
1622652399,28
1622652408,27
1622652411,26
1622652424,25
1622652438,24
1622652476,23
1622652479,22
1622652597,21
1622652629,20
1622652648,19
1622652685,18
1622652735,17
1622652798,16
1622652824,15
1622652847,14
1622652879,13
1622652923,12
1622652972,11
1622652988,10
1622652993,9
1622653004,8
1622653005,7
1622653019,6
1622653025,5
1622653052,4
1622653055,3
1622653065,2
1622653078,1
1622653117,0
1622653214,0
1622653247,1
1622653258,2
1622653300,3
1622653323,4
1622653324,5
1622653407,6
1622653417,7
1622653446,8
1622653512,9
1622653532,10
1622653540,11
1622653563,12
1622653565,13
1622653584,14
1622653616,15
1622653662,16
1622653677,17
1622653681,18
1622653715,19
1622653765,20
1622653779,21
1622653835,22
1622653858,23
1622653872,24
1622653935,25
1622653957,26
1622653983,27
1622653989,28
1622653990,29
1622653999,30
1622654014,31
1622654391,31
1622655596,31
1622655792,30
1622656559,30
1622657615,30
1622658515,30
1622658985,31
1622659415,31
1622659712,30
1622659736,29
1622659763,28
1622659764,27
1622659765,26
1622659775,25
1622659806,24
1622659813,23
1622659849,22
1622659875,21
1622659890,20
1622659899,19
1622659907,18
1622659909,17
1622659919,16
1622659924,15
1622660054,14
1622660100,13
1622660111,12
1622660112,11
1622660130,10
1622660134,9
1622660211,8
1622660222,7
1622660246,6
1622660266,5
1622660301,4
1622660311,3
1622660315,3
1622660319,2
1622660358,1
1622660378,0
1622661216,0
1622662116,0
1622663016,0
1622663916,0
1622664816,0
1622665716,0
1622666810,0
1622672909,0
1622674087,0
1622675284,0
1622676438,0
1622677635,0
1622682777,0
1622690683,0
1622698987,0
1622707229,0
1622707256,1
1622707270,2
1622707280,3
1622707285,4
1622707288,5
1622707316,6
1622707358,7
1622707373,8
1622707374,9
1622707408,10
1622707423,11
1622707428,12
1622707537,13
1622707576,14
1622707612,15
1622707678,16
1622707696,17
1622707723,18
1622707734,19
1622707750,20
1622707819,21
1622707829,22
1622707832,23
1622707895,24
1622707900,25
1622708906,25
1622709041,24
1622709806,24
1622709935,23
1622710309,22
1622710706,22
1622711606,22
1622712506,22
1622712970,23
1622713061,24
1622713073,25
1622713406,25
1622713883,24
1622713913,23
1622713923,22
1622713930,21
1622713936,20
1622713991,19
1622714020,18
1622714049,17
1622714052,16
1622714057,15
1622714076,14
1622714095,13
1622714108,12
1622714120,11
1622714173,10
1622714193,9
1622714215,8
1622714242,7
1622714274,6
1622714306,6
1622714310,5
1622714326,4
1622714328,3
1622714339,2
1622714358,1
1622714397,0
1622714398,0
1622714417,1
1622714425,2
1622714428,3
1622714511,4
1622714532,5
1622714539,6
1622714552,7
1622714570,8
1622714603,9
1622714615,10
1622714631,11
1622714646,12
1622714653,13
1622714697,14
1622714747,15
1622714752,16
1622714757,17
1622714770,18
1622715206,18
1622716106,18
1622716485,17
1622717006,17
1622717040,16
1622717907,16
1622718991,16
1622719875,15
1622720152,16
1622720264,17
1622720276,18
1622720384,18
1622720842,17
1622720910,16
1622720923,15
1622720929,14
1622720955,13
1622721052,12
1622721145,11
1622721205,10
1622721245,9
1622721372,8
1622721381,7
1622721400,6
1622721409,5
1622721441,4
1622721461,3
1622721468,2
1622721558,1
1622721559,0
1622721811,0
1622723008,0
1622724292,0
1622725492,0
1622726635,0
1622727894,0
1622728840,1
1622728924,2
1622728941,3
1622729001,4
1622729002,4
1622729003,5
1622729008,6
1622729119,7
1622729160,8
1622729174,9
1622729220,10
1622729232,11
1622729249,12
1622729266,13
1622729290,14
1622729317,15
1622729347,16
1622729349,17
1622729417,18
1622729438,19
1622729445,20
1622729456,21
1622729515,22
1622729519,23
1622729594,24
1622729641,25
1622729649,26
1622729668,27
1622729953,27
1622730853,27
1622731753,27
1622732201,26
1622732653,26
1622733413,25
1622733732,25
1622736085,25
1622738181,25
1622738251,26
1622738262,27
1622739176,26
1622739195,25
1622739200,24
1622739205,23
1622739207,22
1622739234,21
1622739245,20
1622739250,19
1622739252,18
1622739290,17
1622739318,16
1622739358,15
1622739362,14
1622739365,13
1622739387,12
1622739398,11
1622739410,10
1622739424,9
1622739450,8
1622739456,7
1622739474,6
1622739507,5
1622739539,4
1622739551,3
1622739553,2
1622739582,1
1622739901,0
1622740801,0
1622741701,0
1622742602,0
1622743502,0
1622744402,0
1622745302,0
1622746202,0
1622747102,0
1622748002,0
1622748902,0
1622749802,0
1622750702,0
1622751603,0
1622752503,0
1622753403,0
1622753485,0
1622754385,0
1622755285,0
1622756186,0
1622757086,0
1622757986,0
1622758886,0
1622759786,0
1622764039,0
1622766229,0
1622770968,0
1622777478,0
1622785585,0
1622789113,0
1622790014,0
1622790914,0
1622791814,0
1622792714,0
1622793614,0
1622794514,0
1622795414,0
1622796314,0
1622797214,0
1622797215,1
1622797219,2
1622797220,3
1622797238,4
1622797255,5
1622797258,6
1622797264,7
1622797269,8
1622797275,9
1622797279,10
1622797281,11
1622797286,12
1622797290,13
1622797334,14
1622797335,15
1622797415,16
1622797416,17
1622797419,18
1622797424,19
1622797425,20
1622797458,21
1622797481,22
1622797483,23
1622797487,24
1622797514,25
1622797519,26
1622797529,27
1622797543,28
1622797559,29
1622797571,30
1622797588,31
1622797594,32
1622797624,33
1622797632,34
1622797642,35
1622797665,36
1622798114,36
1622799014,36
1622799915,36
1622800639,35
1622800815,35
1622805315,0
1622806215,0
1622807115,0
1622808015,0
1622808915,0
1622809816,0
1622810716,0
1622811616,0
1622812516,0
1622813416,0
1622814316,0
1622815216,0
1622816116,0
1622817016,0
1622817916,0
1622818816,0
1622819716,0
1622820617,0
1622821517,0
1622822417,0
1622823317,0
1622824217,0
1622824236,0
1622825136,0
1622826036,0
1622826936,0
1622827836,0
1622828737,0
1622829637,0
1622830537,0
1622831437,0
1622832337,0
1622833237,0
1622834137,0
1622835037,0
1622835937,0
1622836837,0
1622837737,0
1622838637,0
1622839537,0
1622840438,0
1622841338,0
1622842238,0
1622843138,0
1622844038,0
1622844938,0
1622845838,0
1622846738,0
1622847638,0
1622849617,0
1622851544,0
1622852444,0
1622853344,0
1622854244,0
1622855144,0
1622856044,0
1622856944,0
1622857844,0
1622858744,0
1622859645,0
1622860545,0
1622861445,0
1622862345,0
1622863245,0
1622864145,0
1622865045,0
1622865945,0
1622870408,0
1622877907,0
1622884032,0
1622885014,0
1622885914,0
1622886816,0
1622890041,0
1622893111,0
1622894011,0
1622894911,0
1622895811,0
1622896711,0
1622897611,0
